DatasetID,LAT,LON,Chemical,State,Watershed,Stream,Date_start,Date_end,Pre-fire: data present,Pre-fire: start date,Pre-fire: end date,Pre-fire: total data points,Pre-fire: data frequency,Post-fire: data present,Post-fire: start date,Post-fire: end date,Post-fire: total data points,Post-fire: data frequency,missing data percentage,reference/links,notes
"Starting from ID1, ID2, ID3…. Each ID represents a same site/watershed/stream/river",,,"If a site has several water chemistry of different lengths of time series, please use one row for each water chemistry (but same ""DatasetID"")",The state where the site is located (2 letter abv.),name or ID of watershed if known,name or ID of stream if known,YYYMMDD (put 15 for DD if unk or composite),YYYMMDD (put 15 for DD if unk or composite),Y or N,YYYMMDD (put 15 for DD if unk or composite),YYYMMDD (put 15 for DD if unk or composite),approximate number of data points each chemical,"if regular sampling, weekly/monthly etc. otherwise, NA",Y or N,YYYMMDD (put 15 for DD if unk or composite),YYYMMDD (put 15 for DD if unk or composite),approximate number of data points each chemical,"if regular sampling, weekly/monthly etc. otherwise, NA",The approximate percent of missing data,,
ID12,34.44861,-119.84028,SpecCond,California,,San Pedro Creek,20080108,20140219,Y,,,,Every two weeks during dry season (May - October); weekly during rainy season (November - April); hourly during rising limb of hydrograph during storms; every couple of hours as flow subsides after storms,Y,,,,Every two weeks during dry season (May - October); weekly during rainy season (November - April); hourly during rising limb of hydrograph during storms; every couple of hours as flow subsides after storms,5%,https://sbclter.msi.ucsb.edu/data/catalog/package/?package=knb-lter-sbc.6,
ID13,34.440614,-119.917915,NH4,California,,Tecolote Creek,20041013,20080209,Y,,,,Every two weeks during dry season (May - October); weekly during rainy season (November - April); hourly during rising limb of hydrograph during storms; every couple of hours as flow subsides after storms,Y,,,,Every two weeks during dry season (May - October); weekly during rainy season (November - April); hourly during rising limb of hydrograph during storms; every couple of hours as flow subsides after storms,2%,https://sbclter.msi.ucsb.edu/data/catalog/package/?package=knb-lter-sbc.6,
ID13,34.440614,-119.917915,NO3,California,,Tecolote Creek,20041013,20080209,Y,,,,Every two weeks during dry season (May - October); weekly during rainy season (November - April); hourly during rising limb of hydrograph during storms; every couple of hours as flow subsides after storms,Y,,,,Every two weeks during dry season (May - October); weekly during rainy season (November - April); hourly during rising limb of hydrograph during storms; every couple of hours as flow subsides after storms,1%,https://sbclter.msi.ucsb.edu/data/catalog/package/?package=knb-lter-sbc.6,
ID13,34.440614,-119.917915,PO4,California,,Tecolote Creek,20041013,20080209,Y,,,,Every two weeks during dry season (May - October); weekly during rainy season (November - April); hourly during rising limb of hydrograph during storms; every couple of hours as flow subsides after storms,Y,,,,Every two weeks during dry season (May - October); weekly during rainy season (November - April); hourly during rising limb of hydrograph during storms; every couple of hours as flow subsides after storms,1%,https://sbclter.msi.ucsb.edu/data/catalog/package/?package=knb-lter-sbc.6,
ID13,34.440614,-119.917915,TDN,California,,Tecolote Creek,20041013,20080209,Y,,,,Every two weeks during dry season (May - October); weekly during rainy season (November - April); hourly during rising limb of hydrograph during storms; every couple of hours as flow subsides after storms,Y,,,,Every two weeks during dry season (May - October); weekly during rainy season (November - April); hourly during rising limb of hydrograph during storms; every couple of hours as flow subsides after storms,25%,https://sbclter.msi.ucsb.edu/data/catalog/package/?package=knb-lter-sbc.6,
ID13,34.440614,-119.917915,TDP,California,,Tecolote Creek,20041013,20080209,Y,,,,Every two weeks during dry season (May - October); weekly during rainy season (November - April); hourly during rising limb of hydrograph during storms; every couple of hours as flow subsides after storms,Y,,,,Every two weeks during dry season (May - October); weekly during rainy season (November - April); hourly during rising limb of hydrograph during storms; every couple of hours as flow subsides after storms,30%,https://sbclter.msi.ucsb.edu/data/catalog/package/?package=knb-lter-sbc.6,
ID13,34.440614,-119.917915,TPC,California,,Tecolote Creek,20041013,20080209,Y,,,,Every two weeks during dry season (May - October); weekly during rainy season (November - April); hourly during rising limb of hydrograph during storms; every couple of hours as flow subsides after storms,Y,,,,Every two weeks during dry season (May - October); weekly during rainy season (November - April); hourly during rising limb of hydrograph during storms; every couple of hours as flow subsides after storms,85%,https://sbclter.msi.ucsb.edu/data/catalog/package/?package=knb-lter-sbc.6,
ID13,34.440614,-119.917915,TPN,California,,Tecolote Creek,20041013,20080209,Y,,,,Every two weeks during dry season (May - October); weekly during rainy season (November - April); hourly during rising limb of hydrograph during storms; every couple of hours as flow subsides after storms,Y,,,,Every two weeks during dry season (May - October); weekly during rainy season (November - April); hourly during rising limb of hydrograph during storms; every couple of hours as flow subsides after storms,85%,https://sbclter.msi.ucsb.edu/data/catalog/package/?package=knb-lter-sbc.6,
ID13,34.440614,-119.917915,TPP,California,,Tecolote Creek,20041013,20080209,Y,,,,Every two weeks during dry season (May - October); weekly during rainy season (November - April); hourly during rising limb of hydrograph during storms; every couple of hours as flow subsides after storms,Y,,,,Every two weeks during dry season (May - October); weekly during rainy season (November - April); hourly during rising limb of hydrograph during storms; every couple of hours as flow subsides after storms,88%,https://sbclter.msi.ucsb.edu/data/catalog/package/?package=knb-lter-sbc.6,
ID13,34.440614,-119.917915,TSS,California,,Tecolote Creek,20041013,20080209,Y,,,,Every two weeks during dry season (May - October); weekly during rainy season (November - April); hourly during rising limb of hydrograph during storms; every couple of hours as flow subsides after storms,Y,,,,Every two weeks during dry season (May - October); weekly during rainy season (November - April); hourly during rising limb of hydrograph during storms; every couple of hours as flow subsides after storms,75%,https://sbclter.msi.ucsb.edu/data/catalog/package/?package=knb-lter-sbc.6,
ID13,34.440614,-119.917915,SpecCond,California,,Tecolote Creek,20041013,20080209,Y,,,,Every two weeks during dry season (May - October); weekly during rainy season (November - April); hourly during rising limb of hydrograph during storms; every couple of hours as flow subsides after storms,Y,,,,Every two weeks during dry season (May - October); weekly during rainy season (November - April); hourly during rising limb of hydrograph during storms; every couple of hours as flow subsides after storms,5%,https://sbclter.msi.ucsb.edu/data/catalog/package/?package=knb-lter-sbc.6,
ID14,34.40505027,-119.74021,Discharge,California,,Arroyo Burro,20011119,20180930,Y,,,,Binned hourly,Y,,,,Binned hourly,,https://sbclter.msi.ucsb.edu/data/catalog/package/?package=knb-lter-sbc.3001,
ID15,34.43226,-119.78414,Discharge,California,,Atascadero Creek,20041001,20080930,Y,,,,Binned hourly,Y,,,,Binned hourly,,https://sbclter.msi.ucsb.edu/data/catalog/package/?package=knb-lter-sbc.3002,
ID16,34.43854,-119.90563,Discharge,California,,Bell Canyon Creek,20041001,20180930,Y,,,,Binned hourly,Y,,,,Binned hourly,,https://sbclter.msi.ucsb.edu/data/catalog/package/?package=knb-lter-sbc.3003,
ID17,34.39301245,-119.51413,Discharge,California,,Carpinteria Creek,20011023,20060930,Y,,,,Binned hourly,Y,,,,Binned hourly,,https://sbclter.msi.ucsb.edu/data/catalog/package/?package=knb-lter-sbc.3004,
ID18,34.4855,-120.22917,Discharge,California,,Gaviota Creek,20011017,20170930,Y,,,,Binned hourly,Y,,,,Binned hourly,,https://sbclter.msi.ucsb.edu/data/catalog/package/?package=knb-lter-sbc.3007,
ID19,34.41761,-119.87406,Discharge,California,,Devereaux Creek,20031001,20060930,Y,,,,Binned hourly,Y,,,,Binned hourly,,https://sbclter.msi.ucsb.edu/data/catalog/package/?package=knb-lter-sbc.3005,
ID20,34.4752858,-120.14122,Discharge,California,,Arroyo Hondo Creek,20011017,20180930,Y,,,,Binned hourly,Y,,,,Binned hourly,,https://sbclter.msi.ucsb.edu/data/catalog/package/?package=knb-lter-sbc.3008,
ID21,34.40164787,-119.52145,Discharge,California,,Franklin Creek,20011017,20080930,Y,,,,Binned hourly,Y,,,,Binned hourly,,https://sbclter.msi.ucsb.edu/data/catalog/package/?package=knb-lter-sbc.3006,
ID22,34.472,-120.28885,Discharge,California,,San Onofre Creek,20041001,20100929,Y,,,,Binned hourly,Y,,,,Binned hourly,,https://sbclter.msi.ucsb.edu/data/catalog/package/?package=knb-lter-sbc.3010,
ID23,34.41307303,-119.69499,Discharge,California,,Mission Creek,20011023,20180930,Y,,,,Binned hourly,Y,,,,Binned hourly,,https://sbclter.msi.ucsb.edu/data/catalog/package/?package=knb-lter-sbc.3009,
ID24,34.44072,-119.71244,Discharge,California,,Mission Creek,20081001,20110930,Y,,,,Binned hourly,Y,,,,Binned hourly,,https://sbclter.msi.ucsb.edu/data/catalog/package/?package=knb-lter-sbc.3017,
ID25,34.3773,-119.47794,Discharge,California,,Rincon Creek,20041001,20080930,Y,,,,Binned hourly,Y,,,,Binned hourly,,https://sbclter.msi.ucsb.edu/data/catalog/package/?package=knb-lter-sbc.3012,
ID26,34.46573164,-120.06932,Discharge,California,,Refugio Creek,20011017,20180930,Y,,,,Binned hourly,Y,,,,Binned hourly,,https://sbclter.msi.ucsb.edu/data/catalog/package/?package=knb-lter-sbc.3011,
ID27,34.40479765,-119.52869,Discharge,California,,Santa Monica Creek,20021001,20060921,Y,,,,Binned hourly,Y,,,,Binned hourly,,https://sbclter.msi.ucsb.edu/data/catalog/package/?package=knb-lter-sbc.3014,
ID28,34.41898512,-119.52701,Discharge,California,,Santa Monica Creek,20031001,20051002,Y,,,,Binned hourly,Y,,,,Binned hourly,,https://sbclter.msi.ucsb.edu/data/catalog/package/?package=knb-lter-sbc.3015,
ID29,34.45761111,-119.69222,Discharge,California,,Rattlesnake Creek,20011206,20180930,Y,,,,Binned hourly,Y,,,,Binned hourly,,https://sbclter.msi.ucsb.edu/data/catalog/package/?package=knb-lter-sbc.3013,
ID30,34.43055,-119.85762,Discharge,California,,Tecolotito Creek,20031001,20060726,Y,,,,Binned hourly,Y,,,,Binned hourly,,https://sbclter.msi.ucsb.edu/data/catalog/package/?package=knb-lter-sbc.3016,
ID31,34.44861,-119.84028,Discharge,California,,San Pedro Creek,20081001,20110930,Y,,,,Binned hourly,Y,,,,Binned hourly,,https://sbclter.msi.ucsb.edu/data/catalog/package/?package=knb-lter-sbc.3018,
ID32,35.86583,-106.59778,NO3+NO2,NewMexico,,Redondo Creek,20050429,20140917,Y,,,,Monthly,Y,,,,Monthly,,,"Coordinates in NAD83, decimal degrees."
ID32,35.86583,-106.59778,NH4,NewMexico,,Redondo Creek,20050429,20140917,Y,,,,Monthly,Y,,,,Monthly,,,"Coordinates in NAD83, decimal degrees."
ID32,35.86583,-106.59778,TotalPhosphorus,NewMexico,,Redondo Creek,20050429,20140917,Y,,,,Monthly,Y,,,,Monthly,,,"Coordinates in NAD83, decimal degrees."
ID32,35.86583,-106.59778,Cl-,NewMexico,,Redondo Creek,20050429,20140917,Y,,,,Monthly,Y,,,,Monthly,,,"Coordinates in NAD83, decimal degrees."
ID32,35.86583,-106.59778,SO4,NewMexico,,Redondo Creek,20050429,20140917,Y,,,,Monthly,Y,,,,Monthly,,,"Coordinates in NAD83, decimal degrees."
ID32,35.86583,-106.59778,Alkalinity,NewMexico,,Redondo Creek,20050429,20140917,Y,,,,Monthly,Y,,,,Monthly,,,"Coordinates in NAD83, decimal degrees."
ID32,35.86583,-106.59778,TDS,NewMexico,,Redondo Creek,20050429,20140917,Y,,,,Monthly,Y,,,,Monthly,,,"Coordinates in NAD83, decimal degrees."
ID32,35.86583,-106.59778,TSS,NewMexico,,Redondo Creek,20050429,20140917,Y,,,,Monthly,Y,,,,Monthly,,,"Coordinates in NAD83, decimal degrees."
ID32,35.86583,-106.59778,pH,NewMexico,,Redondo Creek,20050429,20140917,Y,,,,Monthly,Y,,,,Monthly,,,"Coordinates in NAD83, decimal degrees."
ID32,35.86583,-106.59778,Ca+,NewMexico,,Redondo Creek,20050429,20140917,Y,,,,Monthly,Y,,,,Monthly,,,"Coordinates in NAD83, decimal degrees."
ID32,35.86583,-106.59778,Mg+,NewMexico,,Redondo Creek,20050429,20140917,Y,,,,Monthly,Y,,,,Monthly,,,"Coordinates in NAD83, decimal degrees."
ID32,35.86583,-106.59778,K+,NewMexico,,Redondo Creek,20050429,20140917,Y,,,,Monthly,Y,,,,Monthly,,,"Coordinates in NAD83, decimal degrees."
ID32,35.86583,-106.59778,NA+,NewMexico,,Redondo Creek,20050429,20140917,Y,,,,Monthly,Y,,,,Monthly,,,"Coordinates in NAD83, decimal degrees."
ID32,35.86583,-106.59778,Fl,NewMexico,,Redondo Creek,20050429,20140917,Y,,,,Monthly,Y,,,,Monthly,,,"Coordinates in NAD83, decimal degrees."
ID32,35.86583,-106.59778,Conductivity,NewMexico,,Redondo Creek,20050429,20140917,Y,,,,Monthly,Y,,,,Monthly,,,"Coordinates in NAD83, decimal degrees."
ID33,35.84845,-106.49067,NO3+NO2,NewMexico,,East Fork Jemez River,20050429,20141014,Y,,,,Monthly,Y,,,,Monthly,,,"Coordinates in NAD83, decimal degrees."
ID33,35.84845,-106.49067,NH4,NewMexico,,East Fork Jemez River,20050429,20141014,Y,,,,Monthly,Y,,,,Monthly,,,"Coordinates in NAD83, decimal degrees."
ID33,35.84845,-106.49067,TotalPhosphorus,NewMexico,,East Fork Jemez River,20050429,20141014,Y,,,,Monthly,Y,,,,Monthly,,,"Coordinates in NAD83, decimal degrees."
ID33,35.84845,-106.49067,Cl-,NewMexico,,East Fork Jemez River,20050429,20141014,Y,,,,Monthly,Y,,,,Monthly,,,"Coordinates in NAD83, decimal degrees."
ID33,35.84845,-106.49067,SO4,NewMexico,,East Fork Jemez River,20050429,20141014,Y,,,,Monthly,Y,,,,Monthly,,,"Coordinates in NAD83, decimal degrees."
ID33,35.84845,-106.49067,Alkalinity,NewMexico,,East Fork Jemez River,20050429,20141014,Y,,,,Monthly,Y,,,,Monthly,,,"Coordinates in NAD83, decimal degrees."
ID33,35.84845,-106.49067,TDS,NewMexico,,East Fork Jemez River,20050429,20141014,Y,,,,Monthly,Y,,,,Monthly,,,"Coordinates in NAD83, decimal degrees."
ID33,35.84845,-106.49067,TSS,NewMexico,,East Fork Jemez River,20050429,20141014,Y,,,,Monthly,Y,,,,Monthly,,,"Coordinates in NAD83, decimal degrees."
ID33,35.84845,-106.49067,pH,NewMexico,,East Fork Jemez River,20050429,20141014,Y,,,,Monthly,Y,,,,Monthly,,,"Coordinates in NAD83, decimal degrees."
ID33,35.84845,-106.49067,Ca+,NewMexico,,East Fork Jemez River,20050429,20141014,Y,,,,Monthly,Y,,,,Monthly,,,"Coordinates in NAD83, decimal degrees."
ID33,35.84845,-106.49067,Mg+,NewMexico,,East Fork Jemez River,20050429,20141014,Y,,,,Monthly,Y,,,,Monthly,,,"Coordinates in NAD83, decimal degrees."
ID33,35.84845,-106.49067,K+,NewMexico,,East Fork Jemez River,20050429,20141014,Y,,,,Monthly,Y,,,,Monthly,,,"Coordinates in NAD83, decimal degrees."
ID33,35.84845,-106.49067,NA+,NewMexico,,East Fork Jemez River,20050429,20141014,Y,,,,Monthly,Y,,,,Monthly,,,"Coordinates in NAD83, decimal degrees."
ID33,35.84845,-106.49067,Fl,NewMexico,,East Fork Jemez River,20050429,20141014,Y,,,,Monthly,Y,,,,Monthly,,,"Coordinates in NAD83, decimal degrees."
ID33,35.84845,-106.49067,Conductivity,NewMexico,,East Fork Jemez River,20050429,20141014,Y,,,,Monthly,Y,,,,Monthly,,,"Coordinates in NAD83, decimal degrees."
ID34,35.97345,-106.59687,NO3+NO2,NewMexico,,San Antonio - West,20050518,20141014,Y,,,,Monthly,Y,,,,Monthly,,,"Coordinates in NAD83, decimal degrees."
ID34,35.97345,-106.59687,NH4,NewMexico,,San Antonio - West,20050518,20141014,Y,,,,Monthly,Y,,,,Monthly,,,"Coordinates in NAD83, decimal degrees."
ID34,35.97345,-106.59687,TotalPhosphorus,NewMexico,,San Antonio - West,20050518,20141014,Y,,,,Monthly,Y,,,,Monthly,,,"Coordinates in NAD83, decimal degrees."
ID34,35.97345,-106.59687,Cl-,NewMexico,,San Antonio - West,20050518,20141014,Y,,,,Monthly,Y,,,,Monthly,,,"Coordinates in NAD83, decimal degrees."
ID34,35.97345,-106.59687,SO4,NewMexico,,San Antonio - West,20050518,20141014,Y,,,,Monthly,Y,,,,Monthly,,,"Coordinates in NAD83, decimal degrees."
ID34,35.97345,-106.59687,Alkalinity,NewMexico,,San Antonio - West,20050518,20141014,Y,,,,Monthly,Y,,,,Monthly,,,"Coordinates in NAD83, decimal degrees."
ID34,35.97345,-106.59687,TDS,NewMexico,,San Antonio - West,20050518,20141014,Y,,,,Monthly,Y,,,,Monthly,,,"Coordinates in NAD83, decimal degrees."
ID34,35.97345,-106.59687,TSS,NewMexico,,San Antonio - West,20050518,20141014,Y,,,,Monthly,Y,,,,Monthly,,,"Coordinates in NAD83, decimal degrees."
ID34,35.97345,-106.59687,pH,NewMexico,,San Antonio - West,20050518,20141014,Y,,,,Monthly,Y,,,,Monthly,,,"Coordinates in NAD83, decimal degrees."
ID34,35.97345,-106.59687,Ca+,NewMexico,,San Antonio - West,20050518,20141014,Y,,,,Monthly,Y,,,,Monthly,,,"Coordinates in NAD83, decimal degrees."
ID34,35.97345,-106.59687,Mg+,NewMexico,,San Antonio - West,20050518,20141014,Y,,,,Monthly,Y,,,,Monthly,,,"Coordinates in NAD83, decimal degrees."
ID34,35.97345,-106.59687,K+,NewMexico,,San Antonio - West,20050518,20141014,Y,,,,Monthly,Y,,,,Monthly,,,"Coordinates in NAD83, decimal degrees."
ID34,35.97345,-106.59687,NA+,NewMexico,,San Antonio - West,20050518,20141014,Y,,,,Monthly,Y,,,,Monthly,,,"Coordinates in NAD83, decimal degrees."
ID34,35.97345,-106.59687,Fl,NewMexico,,San Antonio - West,20050518,20141014,Y,,,,Monthly,Y,,,,Monthly,,,"Coordinates in NAD83, decimal degrees."
ID34,35.97345,-106.59687,Conductivity,NewMexico,,San Antonio - West,20050518,20141014,Y,,,,Monthly,Y,,,,Monthly,,,"Coordinates in NAD83, decimal degrees."
ID35,35.96263,-106.49064,NO3+NO2,NewMexico,,San Antonio Creek - Toledo,20050518,20141014,Y,,,,Monthly,Y,,,,Monthly,,,"Coordinates in NAD83, decimal degrees."
ID35,35.96263,-106.49064,NH4,NewMexico,,San Antonio Creek - Toledo,20050518,20141014,Y,,,,Monthly,Y,,,,Monthly,,,"Coordinates in NAD83, decimal degrees."
ID35,35.96263,-106.49064,TotalPhosphorus,NewMexico,,San Antonio Creek - Toledo,20050518,20141014,Y,,,,Monthly,Y,,,,Monthly,,,"Coordinates in NAD83, decimal degrees."
ID35,35.96263,-106.49064,Cl-,NewMexico,,San Antonio Creek - Toledo,20050518,20141014,Y,,,,Monthly,Y,,,,Monthly,,,"Coordinates in NAD83, decimal degrees."
ID35,35.96263,-106.49064,SO4,NewMexico,,San Antonio Creek - Toledo,20050518,20141014,Y,,,,Monthly,Y,,,,Monthly,,,"Coordinates in NAD83, decimal degrees."
ID35,35.96263,-106.49064,Alkalinity,NewMexico,,San Antonio Creek - Toledo,20050518,20141014,Y,,,,Monthly,Y,,,,Monthly,,,"Coordinates in NAD83, decimal degrees."
ID35,35.96263,-106.49064,TDS,NewMexico,,San Antonio Creek - Toledo,20050518,20141014,Y,,,,Monthly,Y,,,,Monthly,,,"Coordinates in NAD83, decimal degrees."
ID35,35.96263,-106.49064,TSS,NewMexico,,San Antonio Creek - Toledo,20050518,20141014,Y,,,,Monthly,Y,,,,Monthly,,,"Coordinates in NAD83, decimal degrees."
ID35,35.96263,-106.49064,pH,NewMexico,,San Antonio Creek - Toledo,20050518,20141014,Y,,,,Monthly,Y,,,,Monthly,,,"Coordinates in NAD83, decimal degrees."
ID35,35.96263,-106.49064,Ca+,NewMexico,,San Antonio Creek - Toledo,20050518,20141014,Y,,,,Monthly,Y,,,,Monthly,,,"Coordinates in NAD83, decimal degrees."
ID35,35.96263,-106.49064,Mg+,NewMexico,,San Antonio Creek - Toledo,20050518,20141014,Y,,,,Monthly,Y,,,,Monthly,,,"Coordinates in NAD83, decimal degrees."
ID35,35.96263,-106.49064,K+,NewMexico,,San Antonio Creek - Toledo,20050518,20141014,Y,,,,Monthly,Y,,,,Monthly,,,"Coordinates in NAD83, decimal degrees."
ID35,35.96263,-106.49064,NA+,NewMexico,,San Antonio Creek - Toledo,20050518,20141014,Y,,,,Monthly,Y,,,,Monthly,,,"Coordinates in NAD83, decimal degrees."
ID35,35.96263,-106.49064,Fl,NewMexico,,San Antonio Creek - Toledo,20050518,20141014,Y,,,,Monthly,Y,,,,Monthly,,,"Coordinates in NAD83, decimal degrees."
ID35,35.96263,-106.49064,Conductivity,NewMexico,,San Antonio Creek - Toledo,20050518,20141014,Y,,,,Monthly,Y,,,,Monthly,,,"Coordinates in NAD83, decimal degrees."
ID36,35.96387,-106.48993,NO3+NO2,NewMexico,,Indios Creek,20050518,20071113,Y,,,,Monthly,N,,,,Monthly,,,"Coordinates in NAD83, decimal degrees."
ID36,35.96387,-106.48993,NH4,NewMexico,,Indios Creek,20050518,20071113,Y,,,,Monthly,N,,,,Monthly,,,"Coordinates in NAD83, decimal degrees."
ID36,35.96387,-106.48993,TotalPhosphorus,NewMexico,,Indios Creek,20050518,20071113,Y,,,,Monthly,N,,,,Monthly,,,"Coordinates in NAD83, decimal degrees."
ID36,35.96387,-106.48993,Cl-,NewMexico,,Indios Creek,20050518,20071113,Y,,,,Monthly,N,,,,Monthly,,,"Coordinates in NAD83, decimal degrees."
ID36,35.96387,-106.48993,SO4,NewMexico,,Indios Creek,20050518,20071113,Y,,,,Monthly,N,,,,Monthly,,,"Coordinates in NAD83, decimal degrees."
ID36,35.96387,-106.48993,Alkalinity,NewMexico,,Indios Creek,20050518,20071113,Y,,,,Monthly,N,,,,Monthly,,,"Coordinates in NAD83, decimal degrees."
ID36,35.96387,-106.48993,TDS,NewMexico,,Indios Creek,20050518,20071113,Y,,,,Monthly,N,,,,Monthly,,,"Coordinates in NAD83, decimal degrees."
ID36,35.96387,-106.48993,TSS,NewMexico,,Indios Creek,20050518,20071113,Y,,,,Monthly,N,,,,Monthly,,,"Coordinates in NAD83, decimal degrees."
ID36,35.96387,-106.48993,pH,NewMexico,,Indios Creek,20050518,20071113,Y,,,,Monthly,N,,,,Monthly,,,"Coordinates in NAD83, decimal degrees."
ID36,35.96387,-106.48993,Ca+,NewMexico,,Indios Creek,20050518,20071113,Y,,,,Monthly,N,,,,Monthly,,,"Coordinates in NAD83, decimal degrees."
ID36,35.96387,-106.48993,Mg+,NewMexico,,Indios Creek,20050518,20071113,Y,,,,Monthly,N,,,,Monthly,,,"Coordinates in NAD83, decimal degrees."
ID36,35.96387,-106.48993,K+,NewMexico,,Indios Creek,20050518,20071113,Y,,,,Monthly,N,,,,Monthly,,,"Coordinates in NAD83, decimal degrees."
ID36,35.96387,-106.48993,NA+,NewMexico,,Indios Creek,20050518,20071113,Y,,,,Monthly,N,,,,Monthly,,,"Coordinates in NAD83, decimal degrees."
ID36,35.96387,-106.48993,Fl,NewMexico,,Indios Creek,20050518,20071113,Y,,,,Monthly,N,,,,Monthly,,,"Coordinates in NAD83, decimal degrees."
ID36,35.96387,-106.48993,Conductivity,NewMexico,,Indios Creek,20050518,20071113,Y,,,,Monthly,N,,,,Monthly,,,"Coordinates in NAD83, decimal degrees."
ID37,35.96387,-106.48993,NO3+NO2,NewMexico,,Indios Creek - Post Fire (Below Burn),20110801,20141014,N,,,,Monthly,Y,,,,Monthly,,,"Coordinates in NAD83, decimal degrees."
ID37,35.96387,-106.48993,NH4,NewMexico,,Indios Creek - Post Fire (Below Burn),20110801,20141014,N,,,,Monthly,Y,,,,Monthly,,,"Coordinates in NAD83, decimal degrees."
ID37,35.96387,-106.48993,TotalPhosphorus,NewMexico,,Indios Creek - Post Fire (Below Burn),20110801,20141014,N,,,,Monthly,Y,,,,Monthly,,,"Coordinates in NAD83, decimal degrees."
ID37,35.96387,-106.48993,Cl-,NewMexico,,Indios Creek - Post Fire (Below Burn),20110801,20141014,N,,,,Monthly,Y,,,,Monthly,,,"Coordinates in NAD83, decimal degrees."
ID37,35.96387,-106.48993,SO4,NewMexico,,Indios Creek - Post Fire (Below Burn),20110801,20141014,N,,,,Monthly,Y,,,,Monthly,,,"Coordinates in NAD83, decimal degrees."
ID37,35.96387,-106.48993,Alkalinity,NewMexico,,Indios Creek - Post Fire (Below Burn),20110801,20141014,N,,,,Monthly,Y,,,,Monthly,,,"Coordinates in NAD83, decimal degrees."
ID37,35.96387,-106.48993,TDS,NewMexico,,Indios Creek - Post Fire (Below Burn),20110801,20141014,N,,,,Monthly,Y,,,,Monthly,,,"Coordinates in NAD83, decimal degrees."
ID37,35.96387,-106.48993,TSS,NewMexico,,Indios Creek - Post Fire (Below Burn),20110801,20141014,N,,,,Monthly,Y,,,,Monthly,,,"Coordinates in NAD83, decimal degrees."
ID37,35.96387,-106.48993,pH,NewMexico,,Indios Creek - Post Fire (Below Burn),20110801,20141014,N,,,,Monthly,Y,,,,Monthly,,,"Coordinates in NAD83, decimal degrees."
ID37,35.96387,-106.48993,Ca+,NewMexico,,Indios Creek - Post Fire (Below Burn),20110801,20141014,N,,,,Monthly,Y,,,,Monthly,,,"Coordinates in NAD83, decimal degrees."
ID37,35.96387,-106.48993,Mg+,NewMexico,,Indios Creek - Post Fire (Below Burn),20110801,20141014,N,,,,Monthly,Y,,,,Monthly,,,"Coordinates in NAD83, decimal degrees."
ID37,35.96387,-106.48993,K+,NewMexico,,Indios Creek - Post Fire (Below Burn),20110801,20141014,N,,,,Monthly,Y,,,,Monthly,,,"Coordinates in NAD83, decimal degrees."
ID37,35.96387,-106.48993,NA+,NewMexico,,Indios Creek - Post Fire (Below Burn),20110801,20141014,N,,,,Monthly,Y,,,,Monthly,,,"Coordinates in NAD83, decimal degrees."
ID37,35.96387,-106.48993,Fl,NewMexico,,Indios Creek - Post Fire (Below Burn),20110801,20141014,N,,,,Monthly,Y,,,,Monthly,,,"Coordinates in NAD83, decimal degrees."
ID37,35.96387,-106.48993,Conductivity,NewMexico,,Indios Creek - Post Fire (Below Burn),20110801,20141014,N,,,,Monthly,Y,,,,Monthly,,,"Coordinates in NAD83, decimal degrees."
ID38,35.99384,-106.47403,NO3+NO2,NewMexico,,Indios Creek - above burn,20110801,20141014,N,,,,Monthly,Y,,,,Monthly,,,"Coordinates in NAD83, decimal degrees."
ID38,35.99384,-106.47403,NH4,NewMexico,,Indios Creek - above burn,20110801,20141014,N,,,,Monthly,Y,,,,Monthly,,,"Coordinates in NAD83, decimal degrees."
ID38,35.99384,-106.47403,TotalPhosphorus,NewMexico,,Indios Creek - above burn,20110801,20141014,N,,,,Monthly,Y,,,,Monthly,,,"Coordinates in NAD83, decimal degrees."
ID38,35.99384,-106.47403,Cl-,NewMexico,,Indios Creek - above burn,20110801,20141014,N,,,,Monthly,Y,,,,Monthly,,,"Coordinates in NAD83, decimal degrees."
ID38,35.99384,-106.47403,SO4,NewMexico,,Indios Creek - above burn,20110801,20141014,N,,,,Monthly,Y,,,,Monthly,,,"Coordinates in NAD83, decimal degrees."
ID38,35.99384,-106.47403,Alkalinity,NewMexico,,Indios Creek - above burn,20110801,20141014,N,,,,Monthly,Y,,,,Monthly,,,"Coordinates in NAD83, decimal degrees."
ID38,35.99384,-106.47403,TDS,NewMexico,,Indios Creek - above burn,20110801,20141014,N,,,,Monthly,Y,,,,Monthly,,,"Coordinates in NAD83, decimal degrees."
ID38,35.99384,-106.47403,TSS,NewMexico,,Indios Creek - above burn,20110801,20141014,N,,,,Monthly,Y,,,,Monthly,,,"Coordinates in NAD83, decimal degrees."
ID38,35.99384,-106.47403,pH,NewMexico,,Indios Creek - above burn,20110801,20141014,N,,,,Monthly,Y,,,,Monthly,,,"Coordinates in NAD83, decimal degrees."
ID38,35.99384,-106.47403,Ca+,NewMexico,,Indios Creek - above burn,20110801,20141014,N,,,,Monthly,Y,,,,Monthly,,,"Coordinates in NAD83, decimal degrees."
ID38,35.99384,-106.47403,Mg+,NewMexico,,Indios Creek - above burn,20110801,20141014,N,,,,Monthly,Y,,,,Monthly,,,"Coordinates in NAD83, decimal degrees."
