usgs_site,event_id,segment_intersects,distance,segment,vertex,Euclidean
USGS-09444000,AZ3355810909320200818,12,46336.87046461066,286,7,31028.11845266932
USGS-09444000,AZ3358210907519940423,NA,NA,NA,NA,NA
USGS-09444000,AZ3360210944920110529,59,122647.99892775563,575,113,63565.92102927644
USGS-09444000,NM3325510894720030705,NA,NA,NA,NA,NA
USGS-09444000,NM3326710859220120509,102,10158.76825237793,52,44,7581.2034856039145
USGS-09444000,NM3330310875120030711,6,12965.800601310862,52,15,8689.51343019129
USGS-09444000,NM3332010892920060606,2,14363.455371076965,84,53,7568.847093949203
USGS-09444000,NM3332510831220100508,2,122760.97544493615,650,74,44458.24693262191
USGS-09444000,NM3332710879620030714,1,18677.86587016603,81,14,10612.595446597204
USGS-09444000,NM3339010873920030713,4,39548.43688724188,133,10,18605.507256507837
USGS-09444000,NM3340010860119951021,6,105695.96753249642,554,54,38045.885128485745
USGS-09444000,NM3341310817620050528,NA,NA,NA,NA,NA
USGS-09444000,NM3341610862820170609,NA,NA,NA,NA,NA
USGS-09444000,NM3342710857420060619,2,53386.119791445286,228,9,27739.346547661495
USGS-09444000,NM3344110857020160709,1,125566.8602670591,700,38,37466.680982195125
USGS-09444000,NM3347910866619980928,10,57104.60640927941,321,15,27087.014808791646
USGS-09444000,NM3349010846420000330,NA,NA,NA,NA,NA
USGS-09444000,NM3351110848919860126,NA,NA,NA,NA,NA
USGS-09444000,NM3352910849720110722,NA,NA,NA,NA,NA
USGS-09444000,NM3353910858719990607,9,113151.2471843392,579,6,41014.90897970115
USGS-09444000,NM3355010851619871007,1,123133.59875814815,652,117,45396.55097810862
USGS-09444000,NM3355710845420070622,1,130065.7141289487,652,6,48646.175000017276
USGS-09444000,NM3355910852220011026,3,119995.24006344775,650,123,43661.88147195553
USGS-09444000,NM3357810851120090406,2,125427.73820422572,650,38,48092.46567416405
USGS-09444000,NM3358410873620070604,2,108312.56347343803,555,60,37672.97103545966
USGS-09444000,NM3359010873020161116,3,107612.01418121539,541,5,38060.767502787276
USGS-09444000,NM3359010891620000614,NA,NA,NA,NA,NA
USGS-09444000,NM3359210872720150425,2,112725.15111063694,555,15,34028.77058488913
USGS-09444000,NM3363210844320190307,3,125314.75556977552,21,5,55955.33207843469
USGS-09444000,NM3363210885219870614,1,69364.83387830043,385,85,41001.580251422325
USGS-09444000,NM3363410885120060606,2,66415.46934251729,385,134,37278.654230433065
USGS-09444000,NM3364710851120050529,18,107548.38435685431,596,13,41950.58773182314
USGS-09444000,NM3365310869120050820,1,93557.18774665831,481,17,46706.422976210895
USGS-09444000,NM3367210897820180630,3,66822.53489928515,374,34,47418.02196784212
USGS-09444000,NM3368310843520210401,NA,NA,NA,NA,NA
USGS-09444000,NM3368910849720150616,1,123974.5544926565,761,69,58511.21423380688
USGS-09444000,NM3369410861319950727,14,96713.51081809762,482,41,50125.425190084585
USGS-09444000,NM3372410853720180522,33,97457.46683713036,491,9,47988.46360157907
USGS-09444000,NM3373210860119920626,3,105566.39961265367,492,34,58757.576049065196
USGS-09444000,NM3374210844120090719,NA,NA,NA,NA,NA
USGS-09444000,NM3375510885119910614,4,94458.40113297105,463,6,54879.201386193534
USGS-09444000,NM3377010850120090530,8,118275.19556453633,534,42,64553.0277408002
USGS-09444000,NM3381110847620170501,18,120718.46169863988,632,22,65763.50242009782
USGS-09444000,NM3383210842120030712,NA,NA,NA,NA,NA
USGS-09444000,NM3384910845120070912,1,135784.35464049553,763,40,75856.26832867974
USGS-09444000,NM3385210873820060617,6,101829.53301868448,461,96,64838.49218882185
USGS-09444000,NM3387010879220160522,2,105988.34659827813,461,30,67317.03105955198
USGS-09444000,NM3387810848419981002,2,129404.73844135442,862,60,78010.395779073
USGS-09444000,NM3402310883520050612,6,137342.28168837627,769,15,82128.87298479181
USGS-09444200,AZ3334310908920160621,NA,NA,NA,NA,NA
USGS-09444200,AZ3335210908219850613,1,19152.60366231493,69,6,10423.924505471507
USGS-09444200,AZ3335310908520030705,1,19152.60366231493,69,6,10387.50176386581
USGS-09444200,AZ3336510910020210617,3,19397.697225512493,67,3,11355.831041641446
USGS-09444200,AZ3337010926020070702,6,14558.04949523355,52,7,8789.366386642936
USGS-09444200,AZ3341510931220200606,66,22833.893125096114,132,12,14295.404986392898
USGS-09444200,AZ3342010937820040517,1,35740.24208416226,249,3,21065.37074815105
USGS-09444200,AZ3345510938920210616,11,39282.61476807225,326,21,23009.97867876785
USGS-09444200,AZ3346310928719950627,16,27237.437419539558,214,7,18576.883985550387
USGS-09444200,AZ3346810934220170627,8,40571.239962815045,349,21,22388.48518617899
USGS-09444200,AZ3346810936720080622,13,34222.09010445967,262,9,21471.321563886424
USGS-09444200,AZ3349410935220050411,NA,NA,NA,NA,NA
USGS-09444200,AZ3351410936120080422,NA,NA,NA,NA,NA
USGS-09444200,AZ3351910904819951021,NA,NA,NA,NA,NA
USGS-09444200,AZ3351910912020140717,8,34404.24138621335,272,14,24478.243413283442
USGS-09444200,AZ3353210910619950717,38,29684.208346281168,223,2,23504.01794500735
USGS-09444200,AZ3354010913020080622,4,38479.72077000351,276,13,26488.75304427648
USGS-09444200,AZ3355810909320200818,48,28738.960051509926,226,14,22488.65300521012
USGS-09444200,AZ3355910935720070630,NA,NA,NA,NA,NA
USGS-09444200,AZ3356110932120000908,2,42599.64090841776,356,13,30343.109850203215
USGS-09444200,AZ3357010928920040517,29,35626.0562681018,323,21,26260.2713564874
USGS-09444200,AZ3358010910320030727,2,49093.38433640505,446,68,31933.107066612043
USGS-09444200,AZ3358210907519940423,6,51296.21124225229,461,55,31916.080931593293
USGS-09444200,AZ3360210944920110529,194,31752.413717979143,292,22,23017.510164969244
USGS-09444200,AZ3361310928420030712,11,46552.33759822337,378,25,34719.35191058305
USGS-09444200,AZ3362810924420100607,15,45957.63254000768,371,1,34624.233993429814
USGS-09444200,AZ3363210923319870903,7,47656.11835764266,399,13,36389.82958294604
USGS-09444200,AZ3365410922320030606,15,47163.00462907627,388,28,36626.51772117095
USGS-09444200,AZ3365610950620180411,NA,NA,NA,NA,NA
USGS-09444200,AZ3372210909219870615,9,64931.20392026331,523,15,45968.23041347203
USGS-09444200,AZ3373410907320190630,7,68257.41285437655,535,6,47573.89993947258
USGS-09444200,AZ3373510913420190528,8,79571.65536309748,590,6,46842.40419047182
USGS-09444200,AZ3374410918819991028,1,85366.28405745293,608,11,49736.50268268622
USGS-09444200,NM3367210897820180630,4,65871.8428828144,512,5,46800.437894859664
USGS-09444500,AZ3310610913920030705,6,51022.599324046125,434,8,14067.320307636664
USGS-09444500,AZ3315510921020090414,22,12996.264145074212,171,20,6459.320309097751
USGS-09444500,AZ3316410915820160621,4,42129.810278379366,360,12,16531.60360896519
USGS-09444500,AZ3316410919320050621,5,31182.11762890656,292,36,14164.346699465383
USGS-09444500,AZ3323010937420040520,7,36264.2981075163,269,2,19330.801497055494
USGS-09444500,AZ3334310908920160621,6,123722.59276010547,1695,10,37489.687285045205
USGS-09444500,AZ3335210908219850613,7,65051.09011820799,759,6,37438.80430077433
USGS-09444500,AZ3335310908520030705,7,65051.09011820799,759,6,37421.14550448491
USGS-09444500,AZ3336510910020210617,5,65296.18368140555,757,3,38785.07493864484
USGS-09444500,AZ3337010926020070702,10,57327.776961626754,544,52,33615.81435863759
USGS-09444500,AZ3341510931220200606,66,68732.37958098917,845,12,37676.30340513559
USGS-09444500,AZ3342010937820040517,1,81638.72854005531,988,3,41719.57570262468
USGS-09444500,AZ3345510938920210616,11,85181.10122396529,1120,21,43842.094168563
USGS-09444500,AZ3346310928719950627,16,73135.92387543262,41,7,43689.66880744661
USGS-09444500,AZ3346810934220170627,8,86469.7264187081,1154,21,44694.65079189409
USGS-09444500,AZ3346810936720080622,13,80120.57656035271,1005,9,42752.99771762578
USGS-09444500,AZ3349410935220050411,NA,NA,NA,NA,NA
USGS-09444500,AZ3351410936120080422,NA,NA,NA,NA,NA
USGS-09444500,AZ3351910904819951021,2,130051.65411636049,1842,6,54740.91492469014
USGS-09444500,AZ3351910912020140717,8,80302.7278421064,1021,14,52870.88444655454
USGS-09444500,AZ3353210910619950717,40,75582.69480217421,848,2,51836.584839997326
USGS-09444500,AZ3354010913020080622,4,84378.20722589655,1028,13,54752.98577037347
USGS-09444500,AZ3355810909320200818,60,74637.44650740297,954,14,50803.233942244966
USGS-09444500,AZ3355910935720070630,NA,NA,NA,NA,NA
USGS-09444500,AZ3356110932120000908,2,88498.12736431081,1161,13,55385.60941742982
USGS-09444500,AZ3357010928920040517,29,81524.54272399485,1111,21,53043.852399701536
USGS-09444500,AZ3358010910320030727,2,94991.8707922981,1273,68,60264.22579181922
USGS-09444500,AZ3358210907519940423,6,97194.69769814535,1300,55,60307.90909118466
USGS-09444500,AZ3360210944920110529,253,77650.90017387219,1050,22,49334.27034914692
USGS-09444500,AZ3361310928420030712,11,92450.82405411643,1196,25,60358.65983076148
USGS-09444500,AZ3362810924420100607,15,91856.11899590073,1185,1,61419.342548079
USGS-09444500,AZ3363210923319870903,7,93554.60481353573,1217,13,63178.98154435017
USGS-09444500,AZ3365410922320030606,15,93061.49108496933,1211,28,63827.851843908255
USGS-09444500,AZ3365610950620180411,NA,NA,NA,NA,NA
USGS-09444500,AZ3372210909219870615,9,110829.69037615636,1483,15,74191.82105378121
USGS-09444500,AZ3373410907320190630,7,114155.8993102696,1526,6,75864.26399089175
USGS-09444500,AZ3373510913420190528,8,125470.14181899052,1597,6,74629.57094616485
USGS-09444500,AZ3374410918819991028,1,131264.77051334598,1630,11,77226.45767949386
USGS-09444500,NM3304410903519940525,15,64255.905335287425,743,9,21507.650280686343
USGS-09444500,NM3324910871619870615,1,100772.47479205129,1444,60,56864.999648452766
USGS-09444500,NM3325510894720030705,3,69251.34319039532,1317,40,37183.068045277425
USGS-09444500,NM3326710859220120509,116,93653.10193439247,1529,44,51886.7408215703
USGS-09444500,NM3330310875120030711,11,96460.1342833254,1529,15,53177.10056262791
USGS-09444500,NM3332010892920060606,2,97857.7890530915,1592,53,44041.24849297856
USGS-09444500,NM3332510831220100508,2,206255.30912695068,2222,74,87899.69759933715
USGS-09444500,NM3332710879620030714,1,102172.19955218058,1589,14,54543.38821089484
USGS-09444500,NM3339010873920030713,4,123042.77056925642,1687,10,62433.77507688168
USGS-09444500,NM3340010860119951021,6,189190.30121451098,2133,54,80084.07412546426
USGS-09444500,NM3341310817620050528,NA,NA,NA,NA,NA
USGS-09444500,NM3341610862820170609,NA,NA,NA,NA,NA
USGS-09444500,NM3342710857420060619,2,136880.45347345984,1784,9,72177.46738830868
USGS-09444500,NM3344110857020160709,1,209061.1939490737,2267,38,81612.70933332539
USGS-09444500,NM3347910866619980928,10,140598.94009129397,1877,15,69936.87419584343
USGS-09444500,NM3349010846420000330,NA,NA,NA,NA,NA
USGS-09444500,NM3351110848919860126,NA,NA,NA,NA,NA
USGS-09444500,NM3352910849720110722,NA,NA,NA,NA,NA
USGS-09444500,NM3353910858719990607,10,196645.58086635376,2149,6,84024.71452007056
USGS-09444500,NM3355010851619871007,1,206627.9324401627,2223,117,89014.14876738528
USGS-09444500,NM3355710845420070622,1,213560.04781096327,2223,6,92476.42867174646
USGS-09444500,NM3355910852220011026,3,203489.5737454623,2222,123,87061.34225177707
USGS-09444500,NM3357810851120090406,2,208922.07188624027,2222,38,91331.74856640326
USGS-09444500,NM3358410873620070604,2,191806.89715545258,2134,60,76968.85051144927
USGS-09444500,NM3359010873020161116,3,191106.34786322992,2119,5,77941.51207881217
USGS-09444500,NM3359010891620000614,NA,NA,NA,NA,NA
USGS-09444500,NM3359210872720150425,2,196219.4847926515,2134,15,74337.67675489465
USGS-09444500,NM3363210844320190307,3,208809.08925179008,2332,5,99386.46182914694
USGS-09444500,NM3363210885219870614,1,152859.167560315,1939,85,75186.54613853394
USGS-09444500,NM3363410885120060606,2,149909.80302453184,1939,134,70900.88241934383
USGS-09444500,NM3364710851120050529,18,191042.7180388689,2166,13,84337.05897169172
USGS-09444500,NM3365310869120050820,1,177051.52142867286,2057,17,85725.7170407842
USGS-09444500,NM3367210897820180630,7,111770.32933870744,1436,5,74424.53945553295
USGS-09444500,NM3368310843520210401,NA,NA,NA,NA,NA
USGS-09444500,NM3368910849720150616,1,207468.88817467107,2334,69,100872.22337693491
USGS-09444500,NM3369410861319950727,14,180207.84450011217,2058,41,90778.61135366093
USGS-09444500,NM3372410853720180522,33,180951.80051914492,2068,9,88515.45620387807
USGS-09444500,NM3373210860119920626,3,189060.73329466826,2069,34,98287.1720716737
USGS-09444500,NM3374210844120090719,NA,NA,NA,NA,NA
USGS-09444500,NM3375510885119910614,4,177952.73481498563,2037,6,86709.04730957554
USGS-09444500,NM3377010850120090530,8,201769.52924655087,2112,42,105385.55986882966
USGS-09444500,NM3381110847620170501,18,204212.7953806544,2215,22,106163.04218081583
USGS-09444500,NM3383210842120030712,NA,NA,NA,NA,NA
USGS-09444500,NM3384910845120070912,1,219278.6883225101,2336,40,116423.64139665941
USGS-09444500,NM3385210873820060617,6,185323.86670069906,2035,96,99469.2871938706
USGS-09444500,NM3387010879220160522,2,189482.6802802927,2035,30,100276.52053720679
USGS-09444500,NM3387810848419981002,2,212899.072123369,2429,60,117727.13552754268
USGS-09444500,NM3402310883520050612,6,220836.61537039082,2342,15,113544.56838583072
USGS-09468500,AZ3316611066420210601,73,17270.919113114138,109,23,6702.907151218091
USGS-09468500,AZ3321211112420210604,55,35856.41054640916,700,79,21965.493856010507
USGS-09468500,AZ3321310992919950708,12,90870.39191068773,1134,1,42305.85481122239
USGS-09468500,AZ3326110999720190625,23,86090.30121916355,1114,7,40817.919259839655
USGS-09468500,AZ3328910997820120316,6,87979.35508386332,1106,1,43631.6213601293
USGS-09468500,AZ3328910997820120316,6,87979.35508386332,1121,16,43631.6213601293
USGS-09468500,AZ3329111078320090530,5,40950.19916294707,703,27,28805.85795823039
USGS-09468500,AZ3330610988320010806,21,80625.2638075574,1058,1,45897.26867142657
USGS-09468500,AZ3333111005120010806,30,69491.19518785637,944,13,34326.25398951752
USGS-09468500,AZ3333211045520200504,17,6508.324713634692,44,26,3848.491190883863
USGS-09468500,AZ3333311047620060404,1,3049.4403609559113,30,5,2448.7973046474717
USGS-09468500,AZ3333411047420080505,NA,NA,NA,NA,NA
USGS-09468500,AZ3334910993220160727,10,82267.79278262093,1073,44,47467.45675758711
USGS-09468500,AZ3335210983419991115,2,90502.82539545643,1099,5,52863.32611956451
USGS-09468500,AZ3336011011920200828,5,57036.215396408836,466,33,29709.511119524082
USGS-09468500,AZ3336311034920160816,2,18465.092663538508,95,4,11742.306711603076
USGS-09468500,AZ3336611018119870625,2,39307.91939760852,653,10,25065.39978579345
USGS-09468500,AZ3336611050319950625,16,7760.075493122059,44,20,5684.905417893262
USGS-09468500,AZ3337311029920190723,25,15144.061348017603,95,36,10281.536935925793
USGS-09468500,AZ3337510986919970201,3,89874.81679412823,1099,10,52854.86176098857
USGS-09468500,AZ3337911025320160628,2,26979.927872248838,305,27,18720.263645674586
USGS-09468500,AZ3338311046320110706,3,16080.669385235788,95,30,11408.232114137209
USGS-09468500,AZ3338510986520200606,NA,NA,NA,NA,NA
USGS-09468500,AZ3338811039120200713,49,15144.061348017603,95,36,10175.418809671233
USGS-09468500,AZ3338911013820190715,28,42406.60739634468,345,83,26429.385298076864
USGS-09468500,AZ3339511031619950712,24,15144.061348017603,95,36,10231.514153593133
USGS-09468500,AZ3339811005919970715,5,62949.424418048475,925,2,36038.08901784464
USGS-09468500,AZ3339910989520130616,2,88336.10424289007,1090,5,51259.598050388006
USGS-09468500,AZ3340211009819980518,28,51209.0661702574,708,87,29187.750348481015
USGS-09468500,AZ3341710997520140419,118,46121.69432375092,346,23,29428.80857975328
USGS-09468500,AZ3342710995419890706,4,84920.12819166669,1101,3,46557.10779914263
USGS-09468500,AZ3342911052420200815,9,17627.14548347795,170,12,15073.620340539757
USGS-09468500,AZ3343511035820200606,72,20032.892091902595,212,13,15479.270476827078
USGS-09468500,AZ3344510995219981001,NA,NA,NA,NA,NA
USGS-09468500,AZ3344911074820210507,14,41536.57422199197,606,24,29437.55446365199
USGS-09468500,AZ3345311026219980618,4,35065.15705044862,256,24,20286.908786447602
USGS-09468500,AZ3345411025820070527,10,34017.16544560647,228,9,21775.155262820652
USGS-09468500,AZ3345511025820100702,7,35065.15705044862,256,24,21826.370769095643
USGS-09468500,AZ3346011040520080626,2,22544.805800906546,234,32,17689.387426584155
USGS-09468500,AZ3346611040119980618,5,21968.935982948926,187,9,16731.86076079968
USGS-09468500,AZ3347911029820200713,46,27719.019590198866,286,96,18315.629995048173
USGS-09468500,AZ3348011018320040628,6,46820.6162441682,346,15,30211.223523006523
USGS-09468500,AZ3349411031920050717,4,29069.329453962735,284,41,21839.078764431473
USGS-09468500,AZ3349911024320050821,8,35010.62206081833,286,3,27508.02003312232
USGS-09468500,AZ3350011062220190830,7,30075.942520704833,390,6,23793.38900352698
USGS-09468500,AZ3351610995720170509,2,87860.77951931054,1090,10,48773.41439342403
USGS-09468500,AZ3354411042020200801,34,23237.940188250963,139,37,20029.728303149375
USGS-09468500,AZ3355011018620060624,5,45035.42502411998,660,8,36062.338183435124
USGS-09468500,AZ3355811022720090714,41,37843.682345989626,447,4,29524.819303032906
USGS-09468500,AZ3356911052620050520,4,33734.46875046556,600,13,28718.32616596128
USGS-09468500,AZ3357411024620150616,65,37715.84909911632,447,6,27527.917783173605
USGS-09468500,AZ3358211070120200818,115,27365.24234737857,192,68,21731.446546692725
USGS-09468500,AZ3362211031720091019,NA,NA,NA,NA,NA
USGS-09470500,AZ3133311041620120508,17,66350.14600670978,238,31,26614.761466395357
USGS-09470500,AZ3134011029420190227,4,34716.73293551837,123,28,16408.65830908525
USGS-09470500,AZ3134711032220210319,4,65186.72700034135,237,1,18155.18674919771
USGS-09470500,AZ3135011013020030413,10,1094.3128439886927,9,26,815.7103946362221
USGS-09470500,AZ3135511029820060527,6,28990.64971236022,57,5,15494.43142626008
USGS-09470500,AZ3136211025519880610,32,13635.670061213896,27,9,8352.66608469386
USGS-09470500,AZ3138311045020120521,41,36925.99857820061,154,54,19367.012194158015
USGS-09470500,AZ3139411014519890607,NA,NA,NA,NA,NA
USGS-09470500,AZ3140311040420000523,4,73780.96667693827,258,23,24310.418967910915
USGS-09470500,AZ3140411031420020228,3,76510.84293439389,266,14,18278.357336640693
USGS-09470500,AZ3143111040120050404,6,73741.04327691223,261,4,23462.20902157822
USGS-09470500,AZ3155211041720110612,24,14304.47888668508,2,5,8505.752267782198
USGS-09471000,AZ3133311041620120508,17,102796.32118035966,538,31,33908.96946916785
USGS-09471000,AZ3134011029420190227,4,71162.90810916825,419,28,31605.251457688293
USGS-09471000,AZ3134711032220210319,4,101632.90217399121,537,1,31714.23750540456
USGS-09471000,AZ3135011013020030413,10,37540.488017638556,249,26,28695.953545471795
USGS-09471000,AZ3135511029820060527,6,65436.82488601008,353,5,30362.207686414808
USGS-09471000,AZ3136211025519880610,32,50081.845234863766,285,9,27851.029621850095
USGS-09471000,AZ3138311045020120521,41,73372.17375185048,450,54,34877.110149864246
USGS-09471000,AZ3139411014519890607,NA,NA,NA,NA,NA
USGS-09471000,AZ3139511026919940603,2,38106.90998713327,184,34,25135.76173704828
USGS-09471000,AZ3140311040420000523,4,110227.14185058814,558,23,31442.36059472223
USGS-09471000,AZ3140411031420020228,5,38106.90998713327,184,34,25718.66398384072
USGS-09471000,AZ3143111040120050404,6,110187.21845056208,561,4,31259.520452866855
USGS-09471000,AZ3146311010919990326,15,19709.120259225645,173,8,15770.987773389925
USGS-09471000,AZ3149011031020130301,NA,NA,NA,NA,NA
USGS-09471000,AZ3149011031620150322,2,32889.55766276172,213,14,18699.061567859328
USGS-09471000,AZ3149011031620170315,3,30573.217383663905,203,8,16671.26167683344
USGS-09471000,AZ3149011031620210209,NA,NA,NA,NA,NA
USGS-09471000,AZ3149011032020160411,NA,NA,NA,NA,NA
USGS-09471000,AZ3149911029519990614,4,18374.75515170263,67,15,15664.00415272968
USGS-09471000,AZ3149911031720110617,6,18374.75515170263,67,15,15493.377981017458
USGS-09471000,AZ3150711033619890618,NA,NA,NA,NA,NA
USGS-09471000,AZ3155211041720110612,35,29380.55271290536,200,26,18667.816928371
USGS-09471400,AZ3144911042220020419,1,55288.15642335565,132,34,31013.898789232717
USGS-09471400,AZ3149011031020130301,1,27772.424298537808,30,28,21198.600734867206
USGS-09471400,AZ3149011031620150323,1,24376.772988521745,50,50,18243.959245152313
USGS-09471400,AZ3149011031620210209,1,29449.728581875803,30,21,22614.470900829034
USGS-09471400,AZ3149011032020160411,2,24395.189077824696,30,64,18555.925456568577
USGS-09471400,AZ3150711033619890618,1,28822.375285040835,30,23,21868.935627828574
USGS-09471400,AZ3151411033620160525,2,27035.690489192915,29,52,19765.139789523295
USGS-09471400,AZ3153311048419870705,3,38861.63524184856,83,20,26408.15288476766
USGS-09471400,AZ3156211037620190714,1,22649.70186841882,51,48,18353.368227118313
USGS-09471400,AZ3156411064219870609,NA,NA,NA,NA,NA
USGS-09471400,AZ3156911049320090506,12,34770.81072706519,77,37,26365.822368085104
USGS-09471400,AZ3157111043720130324,1,33506.37580019634,74,73,23329.66321193077
USGS-09471400,AZ3157711050520020429,40,19756.72322279052,41,26,16412.903332120106
USGS-09471400,AZ3157811040820211012,1,21097.51509333501,41,9,16822.88188934969
USGS-09471400,AZ3158811049120181114,9,35549.79079099998,85,3,27798.962469246202
USGS-09471400,AZ3161611056520160606,1,35765.55386188073,103,76,28469.849962257354
USGS-09471400,AZ3164311045420170311,9,23087.374935692023,57,18,18514.470730563215
USGS-09471400,AZ3166111056819870328,4,37498.83562138761,128,101,28763.055977947504
USGS-09471400,AZ3167411045920020614,4,27135.776652426575,27,24,19875.02746127857
USGS-09471400,AZ3167511050520090502,6,37176.196970150224,138,8,23133.824465674414
USGS-09471400,AZ3167911042620020223,5,20871.43390633959,9,2,16895.635045835425
USGS-09471400,AZ3173811046020140702,7,28825.8250315387,25,2,21269.893753694058
USGS-09471400,AZ3177111040519870629,4,29870.516247611376,36,23,20452.580410466133
USGS-09471550,AZ3133311041620120508,17,121341.18965250687,813,31,43947.04409742295
USGS-09471550,AZ3134011029420190227,4,89707.77658131545,694,28,44197.70402941416
USGS-09471550,AZ3134711032220210319,4,120177.77064613842,812,1,43772.721243564614
USGS-09471550,AZ3135011013020030413,10,56085.35648978578,517,26,42820.60730523255
USGS-09471550,AZ3135511029820060527,6,83981.6933581573,628,5,43116.32797100552
USGS-09471550,AZ3136211025519880610,32,68626.71370701097,552,9,40738.313606272524
USGS-09471550,AZ3138311045020120521,41,91917.04222399769,725,54,47492.3585185583
USGS-09471550,AZ3139411014519890607,NA,NA,NA,NA,NA
USGS-09471550,AZ3139511026919940603,2,56651.77845928049,425,34,37943.29214479057
USGS-09471550,AZ3140311040420000523,4,128772.01032273535,833,23,41759.87462909091
USGS-09471550,AZ3140411031420020228,5,56651.77845928049,425,34,38101.50057065538
USGS-09471550,AZ3143111040120050404,6,128732.08692270929,836,4,41445.6487010409
USGS-09471550,AZ3144911042220020419,1,64628.70376243747,337,34,37032.30413572781
USGS-09471550,AZ3146311010919990326,15,38253.98873137286,414,8,29808.03121498327
USGS-09471550,AZ3149011031020130301,6,37112.97163761963,111,28,27291.09099359354
USGS-09471550,AZ3149011031620150322,5,41328.28328403131,178,13,28739.766141584183
USGS-09471550,AZ3149011031620150323,1,33717.32032760357,149,50,23498.102018236514
USGS-09471550,AZ3149011031620170315,3,49118.08585581112,443,8,26769.68835924183
USGS-09471550,AZ3149011031620210209,5,38790.275920957625,111,21,28687.674568945567
USGS-09471550,AZ3149011032020160411,3,33735.73641690651,111,64,24663.336410579064
USGS-09471550,AZ3149911029519990614,4,36919.623623849846,184,15,27163.863198522035
USGS-09471550,AZ3149911031720110617,8,36919.623623849846,184,15,25845.883205251535
USGS-09471550,AZ3150711033619890618,5,38162.92262412265,111,23,26803.91741386282
USGS-09471550,AZ3151411033620160525,3,36376.23782827474,110,52,25855.53348288356
USGS-09471550,AZ3153311048419870705,3,48202.182580930385,244,20,31842.59684551089
USGS-09471550,AZ3155211041720110612,35,47925.421185052575,440,26,30517.22643078728
USGS-09471550,AZ3156211037620190714,1,31990.249207500645,150,48,24007.513242228302
USGS-09471550,AZ3156411064219870609,NA,NA,NA,NA,NA
USGS-09471550,AZ3156911049320090506,12,44111.35806614701,233,37,31550.269397294906
USGS-09471550,AZ3157111043720130324,1,42846.923139278166,223,73,28656.43854717184
USGS-09471550,AZ3157711050520020429,40,29097.270561872338,130,26,21835.929775419656
USGS-09471550,AZ3157811040820211012,1,30438.062432416828,130,9,22241.8104384825
USGS-09471550,AZ3158811049120181114,9,44890.3381300818,246,3,32697.148984736756
USGS-09471550,AZ3161611056520160606,1,45106.10120096255,282,76,32389.238073379314
USGS-09471550,AZ3164311045420170311,9,32427.922274773846,167,18,23219.922412611515
USGS-09471550,AZ3166111056819870328,4,46839.38296046943,325,101,32496.006419678222
USGS-09471550,AZ3167411045920020614,4,36476.32399150839,107,24,23769.541367482012
USGS-09471550,AZ3167511050520090502,6,46516.744309232046,343,8,26642.848945914757
USGS-09471550,AZ3167911042620020223,5,30211.98124542141,62,2,20499.08770063282
USGS-09471550,AZ3173811046020140702,7,38166.37237062053,105,2,23395.472085200632
USGS-09471550,AZ3177111040519870629,4,39211.0635866932,125,23,21804.940170653746
USGS-09471550,AZ3184410994519850709,2,29220.680611703247,67,22,25016.992970010753
USGS-09480000,AZ3137911075620110320,2,27889.4799594153,39,30,11025.126278513659
USGS-09480000,AZ3138611062320090611,3,4937.79593490128,1,21,3249.1343239548114
USGS-09480000,AZ3140011075320210610,NA,NA,NA,NA,NA
USGS-09480000,AZ3143311069520170614,3,20897.10171222192,42,1,10972.465422728083
USGS-09480000,AZ3146811062020060611,5,16860.121887572983,37,17,11452.332534552845
USGS-09480000,AZ3148111063920080214,2,19255.765425205456,45,39,12478.23531472622
USGS-09480000,AZ3157711050520020429,3,18119.384360096512,34,14,14761.83724010995
USGS-09480500,AZ3133311041620120508,1,80818.82193639355,64,133,38507.07649341287
USGS-09480500,AZ3133911054620110523,13,68417.23755814105,101,12,28432.96194028679
USGS-09480500,AZ3134011074320110214,4,15433.505526118144,117,1,7954.677157655873
USGS-09480500,AZ3135511067320110510,5,70137.91549367095,109,9,16745.021627728267
USGS-09480500,AZ3136511064720070514,6,69467.65898106093,110,93,18444.07356829429
USGS-09480500,AZ3137911075620110320,3,80937.96309173424,119,32,12229.854548188558
USGS-09480500,AZ3138611062320090611,5,71837.40165152954,105,79,19599.781680217842
USGS-09480500,AZ3140011075320210610,NA,NA,NA,NA,NA
USGS-09480500,AZ3140311040420000523,1,86682.75973609972,64,67,41133.27621417118
USGS-09480500,AZ3143111040120050404,1,86211.11883142711,64,70,41083.755853811046
USGS-09480500,AZ3143311069520170614,3,89620.41649167344,209,1,17386.265184433916
USGS-09480500,AZ3144911042220020419,4,87118.08269478953,95,15,40209.83906854401
USGS-09480500,AZ3146811062020060611,5,85583.43666702449,203,17,22109.25564305439
USGS-09480500,AZ3148111063920080214,2,87979.08020465697,212,39,22458.738059519706
USGS-09480500,AZ3157711050520020429,3,86842.69913954803,200,14,28287.63060860142
USGS-09481740,AZ3133311041620120508,1,126326.63222117152,508,133,61936.00789539091
USGS-09481740,AZ3133911054620110523,13,113925.04784291904,566,12,55099.76630298696
USGS-09481740,AZ3134011074320110214,4,60941.31581089613,597,1,40217.47246784127
USGS-09481740,AZ3134111110120110429,15,31919.40781449365,142,142,24334.876596773895
USGS-09481740,AZ3134611106720020612,19,31919.40781449365,142,142,24636.897298377244
USGS-09481740,AZ3135011111020160516,15,34018.114113066506,177,75,25501.042177764877
